date,spectral_radius,spectral_gap,mean_correlation,modularity,avg_clustering,avg_degree,regime,sr_exceed_q90,mc_red,mod_breakdown,any_warning
2026-03-09,25.950747862741068,17.528980706633327,0.24610916315363582,0.4494996210223404,0.41249498695319126,5.636363636363637,abnormal,False,False,False,False
2026-03-10,30.482618509289942,22.526092467307556,0.2868195738038731,0.3360345679012346,0.5029192272175591,9.090909090909092,abnormal,True,False,True,True
2026-03-11,31.17353510623321,23.34506225841819,0.29285256055323267,0.32810400429991937,0.5247166965570444,9.858585858585858,abnormal,True,False,True,True
2026-03-12,33.01223205401651,25.455213822197273,0.3101506235633181,0.2907986210858949,0.5595392991293118,11.919191919191919,abnormal,True,False,True,True
2026-03-13,32.782075131654835,25.22422208145001,0.3080678155941811,0.29338173312306176,0.5241444663860301,11.454545454545455,abnormal,True,False,True,True
2026-03-16,32.500353688318754,24.98694766966348,0.3051912231574251,0.27457176356201207,0.5319798467588361,11.333333333333334,abnormal,True,False,True,True
2026-03-17,32.31544387105635,24.68814141516816,0.30329190499833614,0.3212727769193884,0.5246040468956471,11.070707070707071,abnormal,True,False,True,True
2026-03-18,32.03779196972642,24.486899599508185,0.3005319815755996,0.3281074332975128,0.4944782242631376,10.727272727272727,abnormal,True,False,False,True
2026-03-19,32.21926536454596,24.92705564491294,0.3022152818738753,0.33164770409649785,0.5038094854600264,10.585858585858587,abnormal,True,False,False,True
2026-03-20,31.854275053386573,24.595071333224016,0.29893908734766544,0.32083976394085495,0.5096210556652573,10.323232323232324,abnormal,False,False,False,False
2026-03-23,31.635390196810086,24.171552272519204,0.29693775090359165,0.34084761919523837,0.5239951546011238,10.262626262626263,abnormal,False,False,False,False
2026-03-24,33.17399494806108,25.882652505745476,0.3122813371504814,0.3170683409241809,0.5504042140499781,11.83838383838384,abnormal,True,False,False,True
2026-03-25,32.45332694841136,25.095355073751143,0.3054760580486086,0.31970336076817557,0.5415136068167384,10.909090909090908,abnormal,True,False,False,True
2026-03-26,33.6943543843078,26.48243953969377,0.3180278884996841,0.31429899443367454,0.5404817557885175,12.0,abnormal,True,False,False,True
2026-03-27,33.407166684751815,26.2615003734567,0.31525621847965857,0.303678054786088,0.5346145413728375,11.515151515151516,abnormal,True,False,False,True
2026-03-30,33.18767272773508,26.103516787509257,0.3132083371389214,0.29934473087273517,0.5126349327395361,11.373737373737374,abnormal,True,False,False,True
2026-03-31,33.288319866543176,26.18599561471794,0.31469728366172955,0.2992320714065866,0.5120827596815468,11.515151515151516,abnormal,True,False,False,True
2026-04-01,35.10485629817791,28.265574290094655,0.3320324243434979,0.27884879188910133,0.5525263296930586,13.95959595959596,abnormal,True,False,False,True
2026-04-02,36.40357657033241,29.672359128705754,0.34557878673389775,0.2508662795103368,0.5772035362645697,15.393939393939394,abnormal,True,False,False,True
2026-04-07,36.33856530070712,29.685316966113767,0.3447830886842417,0.25064622222222227,0.5567197141602916,15.151515151515152,abnormal,True,False,False,True
2026-04-08,36.3315537813621,29.729995524771986,0.34500342800035544,0.2475031238803496,0.5580445026412746,15.131313131313131,abnormal,True,False,False,True
2026-04-09,37.95542545869439,31.52505909493098,0.3612777218114305,0.22210405645301087,0.593532494324136,17.95959595959596,abnormal,True,False,False,True
2026-04-10,37.736680681106016,31.267347191080553,0.3591911061680014,0.2253472148484784,0.5795159944838623,17.535353535353536,abnormal,True,False,False,True
2026-04-13,37.839686586278034,31.403783384509794,0.35995401944426275,0.2470912964876033,0.5947006097181359,17.77777777777778,abnormal,True,False,False,True
2026-04-14,37.82493771324248,31.413571191165772,0.3599479671930759,0.24968502756501978,0.6045717270566027,17.616161616161616,abnormal,True,False,False,True
2026-04-15,37.53814793402745,31.180269017463665,0.3570946192666123,0.2656187027143318,0.5885357932127868,16.86868686868687,abnormal,True,False,False,True
2026-04-16,37.5279392330912,31.249889599989736,0.357423675517404,0.24972594745431614,0.5724265085290473,16.78787878787879,abnormal,True,False,False,True
2026-04-17,37.5662896117134,31.24418875219702,0.35771561346139297,0.251948752855133,0.5611580291400448,16.92929292929293,abnormal,True,False,False,True
2026-04-20,37.53840587900543,31.251788806042512,0.3572333633185663,0.2569676986917052,0.5530531630220762,17.13131313131313,abnormal,True,False,False,True
