估計法,Sharpe_estimate,OOS_actual,Estimation_error
(b1) naive IS Sharpe,1.3102439711334197,2.1070854585196064,-0.7968414873861867
(b2) post-screening corrected,0.3896936630801459,2.1070854585196064,-1.7173917954394604
