mean_ic,ic_std,ir,ic_t_stat,n_days,signal,horizon
0.0004960790956339516,0.1567714099010224,0.0031643467131357117,0.044638603630329024,199,neighbor_lag,1d
0.020684572417592466,0.18214046574272164,0.11356384937990653,1.7556545060887467,239,momentum_20d,1d
0.010122637290163583,0.1432235024697194,0.07067720810907924,1.1352440612010604,258,reversal_1d,1d
