regime,sharpe,mean_ann,vol_ann,mdd,win_rate,n_days
bull,3.5552114856986416,1.0932267196827687,0.30749977155520375,-0.07901728366190153,0.6111111111111112,36
bear,4.6730521808397745,1.3197163545631028,0.28240993327105157,-0.04008172350160821,0.4583333333333333,24
choppy,6.986713943816522,3.3473237326755694,0.47909843734736907,-0.1146217355830389,0.7213114754098361,61
panic,-0.1966554949059046,-0.5023589272242067,2.5545125370871262,-0.28809741704503866,0.55,80
