regime,sharpe,mean_ann,vol_ann,mdd,win_rate,n_days
bull,5.0384999118430045,0.7994675955423148,0.1586717494354152,-0.024851659349443556,0.6388888888888888,36
bear,5.992245317139059,0.8119499621259894,0.13550012043125886,-0.02952634117315267,0.6666666666666666,24
choppy,8.656189859477898,1.7302356558318643,0.19988420817010877,-0.04062074946728034,0.8032786885245902,61
panic,0.05835039936706694,0.0864815063691445,1.482106503249656,-0.1323964792516048,0.575,80
