regime,momentum_sharpe,peer_sharpe,alpha_sharpe,alpha_return_ann
bull,3.5552114856986416,5.0384999118430045,-1.4832884261443628,0.2937591241404539
bear,4.6730521808397745,5.992245317139059,-1.3191931362992841,0.5077663924371134
choppy,6.986713943816522,8.656189859477898,-1.6694759156613763,1.617088076843705
panic,-0.1966554949059046,0.05835039936706694,-0.25500589427297154,-0.5888404335933513
