stock_id,van_sharpe,van_cagr,van_mdd,van_trades,vp_sharpe,vp_cagr,vp_mdd,vp_trades,bh_sharpe,bh_cagr
2609,-0.8218839421741497,-0.6848712546181361,-0.9781341045626892,33,0.42941752007312595,-0.00891043129490543,-0.7978364126093199,26,0.7613759706708457,-0.08289563580233772
2891,-0.5379912960141803,-0.23468386697614596,-0.643634950916665,31,-0.05814494545655829,-0.03503469327932762,-0.3186573315527288,33,0.6770609858627764,0.3125804654258837
2303,-0.4530442845266379,-0.3274838402806206,-0.8572346169925191,32,-0.46632716298599464,-0.33210022651437643,-0.8498410551484535,35,0.7308923983230677,0.21857057393557477
3715,0.533070703551332,0.1335486077505581,-0.5961635194516015,35,0.333783820728092,0.014620586156990134,-0.7101754721355267,39,1.2414508799062824,1.1222344480884385
6139,0.5781592676503923,0.22535531300030298,-0.6300469986655222,35,0.5868418167021482,0.23106283141270167,-0.6101414944096039,36,0.9246939826633189,1.4962912927372107
4991,1.442271005568037,0.7157434234055158,-0.5556539638808429,26,1.611102736832442,0.9145821408425248,-0.5931112667592617,25,1.7949792420695876,1.471942795107874
8021,0.4803673169043129,-0.08192831890221974,-0.8487100748145989,34,0.6615871808557654,0.28701060719422866,-0.8625217853923883,30,0.9207121780951855,1.256184707526351
2404,-0.39863766066783346,-0.6892688007566394,-0.9867308205307742,33,-0.46798499107889274,-0.7034438854363232,-0.9889759304264307,39,0.8597753104752829,0.6814880699489887
6515,1.035905826225628,0.4832025853276827,-0.6994329667200676,33,0.8096915006971586,0.3120350494472026,-0.709141723193381,36,1.4263301920780427,1.7928268948177895
2360,-0.14395758251617694,-0.1922898192535284,-0.8450611680030451,43,-0.1063871376183098,-0.1709292373747704,-0.7863212042109056,41,1.0823696561185752,1.1755101534274637
3167,0.7537455964156178,0.31031107841041794,-0.7946659544548249,31,0.7898982685713349,0.5240762577766935,-0.8593413121719141,29,1.1689656526861048,1.6278572061621537
0056,-0.6072780594429088,-0.1802373772274639,-0.6264812121942882,32,-0.7576619014944396,-0.2127446225254206,-0.6280833659136804,38,0.533006193786145,0.16147910393440545
1802,0.572034726560081,0.18752589980468115,-0.5367729602175162,31,0.4516707517269888,0.0730935723283217,-0.5622702380921278,34,0.8053877783218885,0.4362810416396521
2615,-0.5293001718474549,-0.5086888389470365,-0.9129209067166346,30,0.530278408172172,-0.004253740464713607,-0.8288248547435051,30,0.6845168330636112,-0.01876469844417894
8028,0.049015428479632646,-0.06533505593466804,-0.5311445588468019,39,0.11473273485754226,-0.04219035824633899,-0.5116401474576673,38,1.0817862614885443,0.5894528668676129
4958,0.05896020936785028,-0.14347621617240325,-0.8250140497629566,28,-0.10066466936175517,-0.21550373785746646,-0.8311664580995739,31,0.8950486560543789,0.5428888603021222
3376,-0.21310540643091727,-0.30222114129693156,-0.8636329412504333,32,0.4310350215371961,0.012414320871975804,-0.7978912559560039,33,0.7077117605446189,0.3324153558068197
2337,-0.12637846600967903,-0.3829622232867417,-0.9096735835214932,36,0.3129085515179013,-0.1489104806252528,-0.8179002299515149,31,0.8866327033272539,0.6094754904606032
3529,-0.06648394350565577,-0.10197036535065018,-0.6467541562710126,34,0.11735333036186983,-0.03635230149654167,-0.6477567967507153,34,0.8523893716187619,0.3824351926587295
3260,0.9239718575025025,0.31058722399993255,-0.506310932476912,32,1.0870788557521398,0.4109443472216978,-0.4282012110985278,32,1.5266679406091785,0.8928830594231467
3008,-0.18143358511919572,-0.3564040884827411,-0.8794002861132209,28,-0.1295270753458021,-0.32906161854974625,-0.8652614067168918,31,0.5050596348819224,0.06277411871018268
2313,0.6382374087988003,0.20371980669980783,-0.48139840450490434,28,0.2635104943585384,0.009930784651029256,-0.6250166843459997,34,1.0677349788630428,0.7023121460678212
3533,-0.6121772437541015,-0.7423795420717605,-0.9931573392976695,35,-0.8041112732808572,-0.8411500621179756,-0.9977919415736435,35,0.8694434457368704,0.44138637917485557
5371,0.2090695183037113,0.014294006741731202,-0.46097810153387475,34,0.32512353375598924,0.05511168273041123,-0.4356046780430456,32,0.3293076826360705,0.0478237561485626
3189,-0.2034314907827631,-0.2684282271518523,-0.8764927074164387,33,-0.025865539935181238,-0.25200883275725894,-0.8582330752568594,35,0.9390114199389452,0.662501894151722
2887,-0.16085968325433414,-0.10504337092157878,-0.5735570604138477,34,-0.19447090109731074,-0.12696762966832476,-0.6620101295162755,28,0.5371842340939234,0.15514226615747306
3293,1.2259064887931883,0.323353234727487,-0.24266256388744978,27,1.510456211509593,0.4253440918321403,-0.22378171197158647,23,0.6496150757928276,0.1877385086042902
3363,1.4534289112430114,0.8375946491486479,-0.3021228255779924,34,1.4425555504856182,0.8402145031529127,-0.27900993590849443,34,1.9316888814391924,2.0312354214239545
2049,0.39206297525338224,0.07482890108796858,-0.5376183641866213,29,0.3251316409257624,0.03948891456586634,-0.5839006376624645,31,0.5739785550848212,0.1887332975690641
3081,1.9203321487353295,1.2873113900453612,-0.4167167486753274,30,1.8282944040709501,1.189799908375564,-0.3839498510047087,29,1.8420440771052897,1.7404635751704691
3131,0.8542632843716665,0.33106282006836807,-0.6720693192881284,35,0.8717371796134468,0.34363591598268606,-0.6384926268510154,39,1.6205746017223335,1.2422436963084356
2374,-0.25814460911274006,-0.299247133341333,-0.8301528507133984,37,0.3037096969601237,-0.18269430259973574,-0.7703502271455511,36,0.8129930707410893,0.5338298797098273
8069,-0.26416730350699735,-0.1137460215865782,-0.5478513812017938,30,-0.2408701553579381,-0.10320788983464158,-0.5551412597058981,32,0.059259425413817124,-0.06559460268867501
1605,-0.8155411490509987,-0.42140587316960376,-0.8733161841006102,36,-0.9574132515391311,-0.45950312991987063,-0.8886583792385471,32,0.23353839639696186,-0.1308278126749558
4763,-0.6031581635575249,-0.6911237178434965,-0.9924828088353677,32,0.7067047727769337,0.009490277891366583,-0.9041832527336569,32,0.7860287544342014,-0.38670927217065953
3034,-1.0082467330456284,-0.6850788599370989,-0.9825445564947222,35,0.18701464574336651,-0.4679672813185036,-0.9173917957370441,32,0.7672970719976837,0.06572780082965801
5269,-0.8182774397186557,-0.7827442470111236,-0.9950459276966737,36,-0.190002936541018,-0.7534054921492823,-0.9925267591220782,41,0.8337568512554434,0.22771435869484735
8210,0.7471948095139208,0.6657161240982239,-0.7352476307369942,31,0.5129694588169971,-0.29133504208185035,-0.9552389824367974,30,0.9605428969597414,1.3845790980489787
2376,-0.13325972629463492,-0.3127798002017853,-0.8782115059113873,31,-0.037465745471980574,-0.27555904927482655,-0.8638846709750828,33,0.8558915791437974,0.3296372128529841
6488,0.6750770817562205,0.165562528683167,-0.29890387303260957,29,0.4417387187768428,0.09025003650948826,-0.31198505326593295,34,0.4193762412072355,0.09260592832246206
3013,0.41127450922893743,0.08930719532318876,-0.3654606343672807,32,0.7724362917693837,0.27746355518632604,-0.3615190015676837,32,0.861965964401645,0.7575580962610482
2379,-0.3269188970419319,-0.37560806252405776,-0.8944281010011742,29,-0.6314993492178804,-0.6391502670547053,-0.9801758141340648,30,0.8093389889362326,0.21670419252634998
6446,0.029260190830865007,-0.037709377966754,-0.45066260307998673,33,0.284041752586655,0.041294779365118384,-0.35603771453564004,31,0.4496629724239892,0.10798698228698722
2498,-1.232341263474729,-0.5176696369405526,-0.909435049681278,39,-0.5956472964716203,-0.3864621294886802,-0.8372969349310994,32,0.2495822183301728,-0.11040686346829598
8996,0.4555993711748939,-0.1874104354005397,-0.9424039430481288,25,0.11988010775536649,-0.5426410951865815,-0.9907553020844126,27,0.9706410407944798,0.80511415632573
2618,-0.2955315884488965,-0.16863278286034644,-0.612315016551024,31,0.23509676735728055,0.02805003892353386,-0.2886217039631439,31,0.5828053081530334,0.05663023492789243
2412,-1.026642964537462,-0.14123949896314758,-0.41549473483124466,38,-0.7805727851511074,-0.11104175135835559,-0.37780158746605763,35,0.35100333108365817,0.060406566674580775
