N,trial,sum_abs_f,max_abs_f,n_active,mean_f,lam
50,16,15.982962814506832,1.3124927807087565,48,0.0920291740597128,0.224004172757338
50,17,16.014136498532846,0.9990261230367445,47,0.09936546412983258,0.2139755099322948
50,18,15.744382336096445,1.3162824385161762,49,0.09673114804265891,0.23387768294164055
50,19,15.749420725202652,1.2563367504730092,48,0.1441691976956969,0.23390454422439394
50,20,14.352471210392203,1.0498765609511913,49,0.09718753775844996,0.21008286568238307
50,21,15.830260471475022,1.2319482033259939,47,0.07770675600158908,0.21864341378004223
50,22,15.18450482133393,0.7481164352553733,50,0.09426232226620374,0.22517754284461047
50,23,17.749385758465667,1.0496943124656133,49,0.09290469838548371,0.21337430620640352
50,24,15.266360483252257,1.1787581017213529,48,0.07626043768208962,0.22540229572346127
50,25,12.502981055078848,0.9323690371435936,47,0.08105365946141177,0.22687529063528136
50,26,19.612500084555656,1.381111826765415,49,0.11834338495765738,0.20731616354359894
50,27,13.251055661247896,1.1499491817888945,49,0.08235607259808284,0.22574959287709145
50,28,15.277707532439697,1.1567738050717253,49,0.09000948561667833,0.23461740706905004
50,29,14.21358989582721,1.2843880215478665,47,0.10678477685025556,0.22733609587259226
75,0,22.785272851120652,1.3693303401649806,70,0.06968334815658336,0.20651889991144756
75,1,24.125371322727435,1.041377175897718,73,0.08089356418841602,0.21927795982958556
75,2,22.24709812886059,1.3487259952220945,73,0.06955171907169558,0.2206298820086054
75,3,23.49260062309889,1.3096121140560852,74,0.07476423324024964,0.21520197044076161
75,4,21.826151760236893,1.071741265399681,71,0.06436432995217901,0.21364635773730137
75,5,21.104938948544422,1.2928343375475164,74,0.06340196205415288,0.23433180882679164
75,6,22.324493115600983,1.0663133014752817,75,0.06743345563406214,0.21331645286501782
75,7,24.405115807255623,1.260029581229932,74,0.05410040742199822,0.20653265917343458
75,8,23.98968386024853,1.3119346689798328,71,0.05464252661180349,0.22898750086186637
75,9,26.002802502330162,1.2796529184514092,73,0.08158421567853272,0.2225911932803455
75,10,22.120824969128755,1.2139104108925753,74,0.04742357259283168,0.22469092055563933
75,11,23.636590211196648,1.0419394411303942,73,0.08438518712358244,0.21998521979411084
75,12,24.90888426046922,1.2408549247841953,75,0.06277138878690253,0.2172049112547326
75,13,23.471180318261908,1.3488632582502782,72,0.0807839140594916,0.22128440907230357
75,14,20.64062207995426,0.8648221281426334,75,0.05012769327059912,0.21543803626822922
75,15,25.095979737693398,1.2197564044248745,75,0.05828619692762563,0.21710876897945577
75,16,22.202003552849096,1.2665220882287282,72,0.07835936474843813,0.22977920004308833
75,17,23.29616132048076,1.2278809130835735,75,0.06234460420029881,0.2177955579697871
75,18,20.057937116835042,0.7303882451325349,74,0.06292896619781042,0.22969460258802513
75,19,23.647742946602097,1.055071310764424,74,0.06384832111587015,0.22143108799654215
75,20,22.20471286232989,1.3004054068963296,75,0.08295804753769327,0.22908700667240656
75,21,23.74965291204618,1.1901547208089198,73,0.06651649157669028,0.21716439926727038
75,22,21.77657046144186,1.2723529722192575,71,0.06946148059941311,0.22597901143948168
75,23,24.11565478725912,1.0488091591167565,70,0.07963920181467962,0.22890677252042035
75,24,21.250082160348665,0.9686204338803013,75,0.06379208535673914,0.21005200069642505
75,25,24.39438042126892,1.2844607577558866,72,0.07855754597068,0.22756251240202516
75,26,21.925770009320765,0.936582638805493,75,0.07045018184661729,0.23343995320015853
75,27,22.915429465787543,1.3598007016331832,74,0.074974588209816,0.21185649922870387
75,28,22.840661847863913,1.2097103546872312,75,0.06150184839419011,0.22351928642415955
75,29,23.695414382614988,1.2302756380841615,74,0.053289956481944456,0.20795184512035275
100,0,30.6728527789333,0.9734885609694508,97,0.04445335926642822,0.2213059379476032
100,1,27.13622299180126,1.2814551987080067,96,0.06063324262133413,0.23329567904278764
100,2,29.088100400394413,1.3358242789325159,96,0.051720241380866165,0.2122586767109414
100,3,31.055862551231964,1.13321282081449,95,0.04851076191007556,0.21318744975264464
100,4,26.36896940812059,1.2698355153312257,97,0.046036915578317024,0.21850130757721087
100,5,29.189211385731056,1.3486630880090211,98,0.05469032396017574,0.2202003305384518
100,6,30.129371513090845,1.1299529142492468,98,0.05251434126683416,0.2184097757630894
100,7,30.56935325758362,1.0004835401315788,98,0.06177640882808683,0.21543906949704394
100,8,29.601354884297805,1.319476574704907,98,0.05417262878469627,0.22153192068789476
100,9,28.670277306296132,1.1803578926086784,96,0.047235280060113086,0.21767715775978766
100,10,33.028612766344565,1.2620208337262746,99,0.050920397471879736,0.2126366804967505
100,11,31.95852942154372,1.045922711596146,100,0.0570822032804077,0.21451579973754106
100,12,28.24395029940748,1.0763668640132429,100,0.05701575295799275,0.2216031778922014
100,13,33.226299824909276,1.3163803874721511,97,0.05387299545065681,0.2169300616808426
100,14,30.485402347790274,1.3261266543342198,100,0.05427305083306117,0.22120516864358372
100,15,29.174848790619006,1.3288919047838903,96,0.040581581322298145,0.22313956764788226
100,16,29.439874860135443,1.3713213802848285,99,0.052062660201597104,0.21622991566574604
100,17,31.832748302820903,1.2254303661733192,100,0.04952616283203866,0.21209516128870282
100,18,33.21883826364725,1.3399820589751423,96,0.05673706025942191,0.21998356790435952
100,19,30.470703665989458,1.2235323166755792,98,0.04278427472614303,0.2108622472639929
