date,n_nodes,n_edges,density,n_triangles,n_4cliques,avg_clustering,transitivity,triangles_per_node,panic,pre_panic,normal
2025-07-17,80,271,0.08575949367088608,510,51,0.3991481498734688,0.42833146696528557,6.375,0,0,1
2025-07-24,80,211,0.06677215189873417,293,51,0.38436463606128096,0.3877370974856639,3.6625,0,0,1
2025-07-31,80,179,0.05664556962025316,205,33,0.37511371961371964,0.37846153846153846,2.5625,0,0,1
2025-08-07,80,165,0.05221518987341772,178,33,0.36903742703375053,0.3698060941828255,2.225,0,0,1
2025-08-14,80,108,0.03417721518987342,61,7,0.26755443086325437,0.317157712305026,0.7625,0,0,1
2025-08-21,80,118,0.03734177215189873,65,9,0.2711598124098124,0.29635258358662614,0.8125,0,0,1
2025-08-28,80,104,0.03291139240506329,59,10,0.21521901709401708,0.3377862595419847,0.7375,0,0,1
2025-09-04,80,105,0.03322784810126582,54,7,0.2893293756896698,0.3182711198428291,0.675,0,0,1
2025-09-11,80,119,0.037658227848101265,82,12,0.33197771891850836,0.32114882506527415,1.025,0,0,1
2025-09-18,80,103,0.03259493670886076,71,14,0.3214492880485528,0.38035714285714284,0.8875,0,0,1
2025-09-25,80,101,0.03196202531645569,69,12,0.31422123015873016,0.3942857142857143,0.8625,0,0,1
2025-10-03,80,98,0.0310126582278481,48,10,0.24861111111111112,0.3302752293577982,0.6,0,0,1
2025-10-14,80,107,0.033860759493670886,54,10,0.2719050536881419,0.32727272727272727,0.675,0,0,1
2025-10-21,80,118,0.03734177215189873,65,9,0.3109027777777778,0.3018575851393189,0.8125,0,0,1
2025-10-29,80,118,0.03734177215189873,63,14,0.2971626984126984,0.2898773006134969,0.7875,0,0,1
2025-11-05,80,118,0.03734177215189873,72,12,0.3425045093795094,0.3059490084985836,0.9,0,0,1
2025-11-12,80,118,0.03734177215189873,74,16,0.35695797258297257,0.31444759206798867,0.925,0,0,1
2025-11-19,80,127,0.04018987341772152,81,16,0.31778610278610275,0.2758229284903519,1.0125,0,0,1
2025-11-26,80,175,0.055379746835443035,157,35,0.2951499567260437,0.3074412532637076,1.9625,0,0,1
2025-12-03,80,150,0.04746835443037975,121,24,0.34302863802863803,0.2995049504950495,1.5125,0,0,1
2025-12-10,80,137,0.04335443037974684,103,21,0.25356186687708426,0.3273305084745763,1.2875,0,0,1
2025-12-17,80,149,0.04715189873417722,125,20,0.27259497446997444,0.32023911187019644,1.5625,0,0,1
2025-12-24,80,172,0.05443037974683544,187,32,0.28035351315924073,0.350625,2.3375,0,0,1
2026-01-02,80,132,0.04177215189873418,123,21,0.25639135924462014,0.38198757763975155,1.5375,0,0,1
2026-01-09,80,118,0.03734177215189873,90,18,0.29156746031746034,0.3792134831460674,1.125,0,0,1
2026-01-16,80,85,0.02689873417721519,48,11,0.20870535714285715,0.3891891891891892,0.6,0,0,1
2026-01-23,80,87,0.027531645569620254,45,9,0.23398809523809522,0.3609625668449198,0.5625,0,0,1
2026-01-30,80,89,0.028164556962025317,59,9,0.2278197496947497,0.42142857142857143,0.7375,0,0,1
2026-02-06,80,126,0.039873417721518985,123,13,0.25129807692307693,0.4829842931937173,1.5375,0,0,1
2026-02-24,80,111,0.03512658227848101,89,15,0.2600847069597069,0.498134328358209,1.1125,0,0,1
2026-03-04,80,95,0.030063291139240507,57,8,0.25119137806637803,0.44072164948453607,0.7125,0,0,1
2026-03-11,80,274,0.08670886075949367,493,66,0.48187312327783793,0.4199318568994889,6.1625,0,0,1
2026-03-18,80,307,0.09715189873417722,587,82,0.49481941223033327,0.40436280137772673,7.3375,0,0,1
2026-03-25,80,325,0.10284810126582279,634,85,0.4869578482189569,0.40033677120606187,7.925,0,0,1
2026-04-01,80,408,0.1291139240506329,1056,143,0.49517899576292856,0.45406335101046297,13.2,0,0,1
2026-04-10,80,591,0.1870253164556962,2411,185,0.5562058738773379,0.5227289152272891,30.1375,0,0,1
2026-04-17,80,607,0.1920886075949367,2568,201,0.5609346832827213,0.5318238299047356,32.1,0,0,1
2026-04-24,80,636,0.20126582278481012,2903,231,0.5975732442062963,0.550088428499242,36.2875,0,0,1
