date,n_nodes,n_edges,density,n_triangles,n_4cliques,avg_clustering,transitivity,triangles_per_node,panic,pre_panic,normal
2024-12-16,80,155,0.0490506329113924,138,32,0.3152714525812352,0.3699731903485255,1.725,0,0,1
2024-12-23,80,145,0.04588607594936709,115,27,0.3728715765228923,0.35677352637021714,1.4375,0,0,1
2024-12-30,80,126,0.039873417721518985,90,22,0.3430800960735171,0.3633916554508748,1.125,0,0,1
2025-01-07,80,139,0.0439873417721519,95,22,0.3172900765170502,0.33294392523364486,1.1875,0,1,0
2025-01-14,80,195,0.061708860759493674,200,57,0.3701211198222068,0.34904013961605584,2.5,0,1,0
2025-01-21,80,197,0.06234177215189873,231,41,0.3935818973472375,0.3566649511065363,2.8875,0,1,0
2025-02-06,80,299,0.09462025316455697,652,72,0.3960263793891966,0.4716662647697131,8.15,0,1,0
2025-02-13,80,309,0.09778481012658227,753,86,0.4307139202603274,0.4906602953953084,9.4125,0,1,0
2025-02-20,80,289,0.09145569620253165,679,64,0.4247195036384025,0.4945375091041515,8.4875,0,1,0
2025-02-27,80,275,0.08702531645569621,664,67,0.4047326298071267,0.5183450429352069,8.3,0,1,0
2025-03-07,80,281,0.0889240506329114,623,82,0.4412737506251337,0.4860858257477243,7.7875,0,1,0
2025-03-14,80,279,0.08829113924050633,633,80,0.39415920431070356,0.489054854493948,7.9125,1,1,0
2025-03-21,80,335,0.1060126582278481,1025,77,0.43234944953700694,0.5462782021673477,12.8125,0,1,0
2025-03-28,80,372,0.11772151898734177,1407,94,0.4757278600895171,0.587228714524207,17.5875,1,1,0
2025-04-08,80,1751,0.5541139240506329,22037,1019,0.7921243960387137,0.7506983398814525,275.4625,1,1,0
2025-04-15,80,2742,0.8677215189873417,58774,179,0.9275671047069072,0.9217571318789893,734.675,1,1,0
2025-04-22,80,2737,0.8661392405063291,58671,486,0.9288181488286347,0.9221375245579567,733.3875,1,0,0
2025-04-29,80,2745,0.8686708860759493,59751,267,0.936414725198488,0.9310780066693677,746.8875,1,0,0
2025-05-07,80,2777,0.8787974683544304,61113,261,0.9390586403085768,0.9340734362820271,763.9125,0,0,1
2025-05-14,80,2763,0.8743670886075949,60531,205,0.9382220299092238,0.9326810477657935,756.6375,0,0,1
2025-05-21,80,2811,0.8895569620253164,62943,284,0.9454432227639641,0.9410301900708654,786.7875,0,0,1
2025-05-28,80,2825,0.8939873417721519,63470,277,0.9455244370707379,0.9417007092058279,793.375,0,0,1
2025-06-05,80,2816,0.8911392405063291,63303,565,0.9343683459128871,0.9431879134632577,791.2875,0,0,1
2025-06-12,80,2830,0.8955696202531646,63950,464,0.948517981748777,0.9448737459552903,799.375,0,0,1
2025-06-19,80,2812,0.889873417721519,62754,632,0.9306124520526777,0.9390000598527622,784.425,0,0,1
2025-06-26,80,2834,0.8968354430379747,64237,288,0.9499538967070448,0.9463828825953081,802.9625,0,0,1
2025-07-03,80,2256,0.7139240506329114,39029,1147,0.8564402382214954,0.8530556041265955,487.8625,0,0,1
2025-07-10,80,457,0.14462025316455696,1367,180,0.5283557515660652,0.46359936694551207,17.0875,0,0,1
