expr,ic_mean_is,ic_ir_is,n_days_is,valid_frac_is,abs_ic,abs_ir
"delta(ts_mean(open, 5), 5)",-0.017262813843198468,-0.08461299728344933,969,1.0,0.017262813843198468,0.08461299728344933
"ts_mean(delta(amount, 5), 5)",0.0011858495790393066,0.008331501140727365,969,1.0,0.0011858495790393066,0.008331501140727365
"ts_mean(delta(volume, 5), 10)",0.006046602232230151,0.04320730812365028,966,1.0,0.006046602232230151,0.04320730812365028
"ts_std(log(low), 5)",0.012756950387519972,0.06128730296842696,974,1.0,0.012756950387519972,0.06128730296842696
"ts_std(ts_mean(open, 5), 5)",0.003724311794007058,0.016890835387249344,973,1.0,0.003724311794007058,0.016890835387249344
"zscore_xs(delta(low, 5))",-0.021739128503893663,-0.1072065634958166,970,1.0,0.021739128503893663,0.1072065634958166
"log(ts_std(open, 5))",0.0035812836276899063,0.015601860730178713,974,1.0,0.0035812836276899063,0.015601860730178713
"ts_mean(ts_std(high, 10), 10)",0.00026521544133182483,0.0011564202738378188,967,1.0,0.00026521544133182483,0.0011564202738378188
"ts_mean(delta(high, 1), 10)",-0.014101761545354908,-0.06675051084912219,970,1.0,0.014101761545354908,0.06675051084912219
"ts_std(delta(low, 1), 10)",-0.002381514525577428,-0.010296839763373589,970,1.0,0.002381514525577428,0.010296839763373589
"ts_std(log(amount), 10)",0.00027647680890751253,0.0018771527733669885,971,1.0,0.00027647680890751253,0.0018771527733669885
"ts_mean(zscore_xs(amount), 20)",-0.00740457567992445,-0.04103441377520478,966,1.0,0.00740457567992445,0.04103441377520478
"ts_std(ts_std(open, 5), 5)",0.0043265715568029045,0.019677914979888782,973,1.0,0.0043265715568029045,0.019677914979888782
"ts_mean(ts_std(open, 10), 10)",0.0006469949559406394,0.0028119618969897208,967,1.0,0.0006469949559406394,0.0028119618969897208
"ts_std(ts_rank(amount, 20), 10)",-0.001231036107055735,-0.009346041278528092,962,1.0,0.001231036107055735,0.009346041278528092
"delta(delta(low, 1), 5)",-0.011559730675261452,-0.06233875717468933,969,1.0,0.011559730675261452,0.06233875717468933
"delta(log(open), 1)",-0.008893276298040261,-0.04750058199656185,974,1.0,0.008893276298040261,0.04750058199656185
"ts_mean(ts_mean(open, 5), 5)",-0.00694509472176705,-0.03236433456115358,973,1.0,0.00694509472176705,0.03236433456115358
"zscore_xs(ts_mean(high, 20))",-0.007945429491867658,-0.03685625414481451,966,1.0,0.007945429491867658,0.03685625414481451
"ts_std(ts_mean(amount, 10), 5)",-0.007421006404172305,-0.044037936144771576,970,1.0,0.007421006404172305,0.044037936144771576
"delta(ts_std(open, 10), 1)",0.001309879312564614,0.008296343796288007,970,1.0,0.001309879312564614,0.008296343796288007
"ts_mean(zscore_xs(ret), 20)",-0.013598444031396227,-0.06954215888857607,966,1.0,0.013598444031396227,0.06954215888857607
"ts_std(ts_rank(high, 10), 20)",0.0009209235748220402,0.007099459703495321,962,1.0,0.0009209235748220402,0.007099459703495321
"delta(ts_mean(close, 5), 1)",-0.024827188685902075,-0.1237435807505111,973,1.0,0.024827188685902075,0.1237435807505111
"log(ts_std(open, 10))",0.0017243264122003643,0.007493109260667203,971,1.0,0.0017243264122003643,0.007493109260667203
"ts_std(ts_mean(volume, 20), 20)",-0.003655383539895301,-0.02209614964400381,957,1.0,0.003655383539895301,0.02209614964400381
"ts_mean(ts_std(low, 5), 5)",0.00024142175816882695,0.0010497830433169307,973,1.0,0.00024142175816882695,0.0010497830433169307
"ts_std(ts_mean(volume, 5), 5)",-0.004142800479441045,-0.02506588929463954,973,1.0,0.004142800479441045,0.02506588929463954
"ts_mean(delta(close, 1), 20)",-0.01687683920208705,-0.08321345613745601,965,1.0,0.01687683920208705,0.08321345613745601
"ts_mean(ts_mean(ret, 5), 10)",0.0023546882053448823,0.011650142621826256,970,1.0,0.0023546882053448823,0.011650142621826256
"ts_std(ts_std(high, 10), 5)",0.0020784981603643366,0.009620194130218303,970,1.0,0.0020784981603643366,0.009620194130218303
"ts_mean(delta(high, 1), 5)",-0.019762649592818714,-0.09955883014791962,973,1.0,0.019762649592818714,0.09955883014791962
"ts_rank(ts_mean(volume, 5), 20)",0.005195965945893537,0.03764510280950301,965,1.0,0.005195965945893537,0.03764510280950301
"log(ts_rank(high, 10))",-0.01467833175298112,-0.08183518851671677,969,0.9979402677651905,0.01467833175298112,0.08183518851671677
"delta(ts_std(low, 10), 1)",0.00230693911604054,0.014472977294892794,970,1.0,0.00230693911604054,0.014472977294892794
"ts_std(ts_mean(amount, 10), 10)",-0.01019520811851699,-0.06041815276066366,967,1.0,0.01019520811851699,0.06041815276066366
"ts_mean(ts_rank(low, 20), 20)",-0.007980787491122271,-0.046360264518178526,957,1.0,0.007980787491122271,0.046360264518178526
"delta(ts_rank(low, 10), 5)",-0.02151080223566341,-0.1399872227024797,966,1.0,0.02151080223566341,0.1399872227024797
"log(ts_std(low, 5))",0.004442931860156738,0.019440177384167274,974,1.0,0.004442931860156738,0.019440177384167274
"ts_std(delta(volume, 5), 10)",-0.004083320414463572,-0.023956060987948533,966,1.0,0.004083320414463572,0.023956060987948533
"ts_rank(delta(open, 10), 10)",-0.001853394599122448,-0.011739666563495049,959,0.9979188345473465,0.001853394599122448,0.011739666563495049
"ts_mean(ts_mean(ret, 5), 5)",-0.0038263996780297537,-0.01995329614985639,973,1.0,0.0038263996780297537,0.01995329614985639
"delta(delta(low, 5), 1)",-0.011559730675261452,-0.06233875717468933,969,1.0,0.011559730675261452,0.06233875717468933
"delta(log(amount), 1)",-0.009514152295923999,-0.06657223497918302,974,1.0,0.009514152295923999,0.06657223497918302
"delta(ts_std(ret, 10), 1)",-0.001236184935758541,-0.009311013209201184,970,1.0,0.001236184935758541,0.009311013209201184
"ts_mean(ts_std(close, 5), 20)",-0.0018579138281117668,-0.008003652457786295,965,1.0,0.0018579138281117668,0.008003652457786295
"ts_rank(zscore_xs(close), 20)",-0.01615253012304331,-0.08301620378674736,966,1.0,0.01615253012304331,0.08301620378674736
"ts_std(ts_rank(close, 10), 5)",-0.00506733221903956,-0.037716116409872456,970,1.0,0.00506733221903956,0.037716116409872456
"delta(ts_std(open, 10), 5)",-9.764586900638331e-05,-0.0006272652618788977,966,1.0,9.764586900638331e-05,0.0006272652618788977
"log(delta(close, 5))",-0.015016899430910313,-0.06539729097833609,850,1.0,0.015016899430910313,0.06539729097833609
"ts_mean(ts_mean(high, 5), 10)",-0.0073886681197456,-0.034322696086302035,970,1.0,0.0073886681197456,0.034322696086302035
"ts_rank(ts_std(volume, 20), 20)",-0.010544388087703985,-0.08356091987033548,957,1.0,0.010544388087703985,0.08356091987033548
"ts_rank(ts_std(amount, 5), 20)",0.006591813864545964,0.05066306388486438,965,1.0,0.006591813864545964,0.05066306388486438
"ts_mean(ts_std(close, 10), 20)",0.0004375489078793769,0.0018860040057044278,962,1.0,0.0004375489078793769,0.0018860040057044278
"ts_rank(ts_std(low, 5), 20)",0.003617752791184174,0.025067221468935107,965,1.0,0.003617752791184174,0.025067221468935107
"delta(ts_rank(amount, 20), 5)",-0.004408785865446351,-0.03156390665833815,961,1.0,0.004408785865446351,0.03156390665833815
"ts_std(zscore_xs(high), 10)",-0.010095215025928929,-0.057503649048268886,971,1.0,0.010095215025928929,0.057503649048268886
zscore_xs(log(open)),-0.010766241269970056,-0.05002382302724608,975,1.0,0.010766241269970056,0.05002382302724608
"log(ts_mean(ret, 5))",0.0019235256178205713,0.009610705481026674,878,1.0,0.0019235256178205713,0.009610705481026674
"log(delta(ret, 10))",-0.0057543158709586215,-0.029205004208424132,858,1.0,0.0057543158709586215,0.029205004208424132
"ts_mean(ts_rank(low, 20), 5)",-0.006657209841207466,-0.03693159091672536,965,1.0,0.006657209841207466,0.03693159091672536
"zscore_xs(ts_mean(open, 20))",-0.008010008881998022,-0.037218745418759844,966,1.0,0.008010008881998022,0.037218745418759844
"zscore_xs(delta(low, 1))",-0.016730408126847625,-0.0888829761082995,974,1.0,0.016730408126847625,0.0888829761082995
"ts_mean(ts_std(open, 5), 20)",-0.0020334683167233755,-0.008750854248195158,965,1.0,0.0020334683167233755,0.008750854248195158
"ts_std(sign(ret), 10)",-0.005265853556694304,-0.04372742448723699,971,1.0,0.005265853556694304,0.04372742448723699
"delta(ts_std(open, 10), 10)",0.010218182223645615,0.06434913964149575,961,1.0,0.010218182223645615,0.06434913964149575
"ts_rank(delta(amount, 10), 20)",-0.0011701875994208116,-0.008120988187274684,956,1.0,0.0011701875994208116,0.008120988187274684
"ts_std(ts_std(ret, 5), 5)",0.003287066180865591,0.018989295919229467,973,1.0,0.003287066180865591,0.018989295919229467
"zscore_xs(ts_mean(ret, 10))",-0.0021215050294178216,-0.0106602536873325,971,1.0,0.0021215050294178216,0.0106602536873325
"delta(ts_rank(close, 20), 1)",-0.021852846327075594,-0.14512015366127476,965,1.0,0.021852846327075594,0.14512015366127476
"ts_std(delta(amount, 5), 10)",-0.011371167062308556,-0.0650789592315871,966,1.0,0.011371167062308556,0.0650789592315871
"ts_mean(delta(high, 10), 5)",-0.009483746233063,-0.04703792115525495,964,1.0,0.009483746233063,0.04703792115525495
"ts_mean(ts_std(volume, 20), 20)",0.00040176580259556683,0.0023081867987704745,957,1.0,0.00040176580259556683,0.0023081867987704745
"ts_mean(delta(low, 10), 5)",-0.011702187290097357,-0.058086835692033656,964,1.0,0.011702187290097357,0.058086835692033656
"ts_std(log(low), 20)",0.016561293447445117,0.07424551015114864,966,1.0,0.016561293447445117,0.07424551015114864
"delta(delta(open, 1), 5)",-0.0057089058356038554,-0.03145031362594995,969,1.0,0.0057089058356038554,0.03145031362594995
"ts_rank(ts_std(ret, 10), 20)",0.006028599707413218,0.046421804384142326,962,1.0,0.006028599707413218,0.046421804384142326
"ts_std(log(volume), 20)",-0.007571888161745826,-0.050680515539351545,966,1.0,0.007571888161745826,0.050680515539351545
"ts_mean(ts_mean(low, 20), 10)",-0.008925161949805915,-0.04152318305525579,962,1.0,0.008925161949805915,0.04152318305525579
"ts_mean(ts_std(amount, 10), 5)",-0.009246275907798585,-0.05281522108083501,970,1.0,0.009246275907798585,0.05281522108083501
"ts_std(zscore_xs(close), 20)",-0.0037031605712994353,-0.021293667027843462,966,1.0,0.0037031605712994353,0.021293667027843462
"log(ts_mean(amount, 5))",-0.0041922969811572985,-0.023976791997383357,974,1.0,0.0041922969811572985,0.023976791997383357
"ts_mean(ts_std(high, 20), 10)",0.0023939191912893242,0.010381799015122458,962,1.0,0.0023939191912893242,0.010381799015122458
"log(ts_rank(amount, 20))",-0.0022388174799255253,-0.01452009549148082,966,1.0,0.0022388174799255253,0.01452009549148082
"ts_std(delta(close, 5), 5)",-8.622027659136769e-05,-0.0003828182321143399,969,1.0,8.622027659136769e-05,0.0003828182321143399
"delta(ts_mean(high, 10), 10)",-0.00897072280599682,-0.047778760411787864,961,1.0,0.00897072280599682,0.047778760411787864
"ts_std(ts_mean(close, 10), 10)",0.0036355696598530753,0.0164805649918774,967,1.0,0.0036355696598530753,0.0164805649918774
"ts_rank(delta(close, 5), 10)",-0.02374386899610792,-0.14870084120847313,965,0.9989648033126294,0.02374386899610792,0.14870084120847313
"ts_std(ts_rank(low, 20), 20)",-0.00304195373960698,-0.022134222594398196,957,1.0,0.00304195373960698,0.022134222594398196
"zscore_xs(delta(amount, 1))",-0.009815412573593677,-0.06644495393706554,974,1.0,0.009815412573593677,0.06644495393706554
"ts_std(sign(ret), 5)",-0.0022995792401766567,-0.019995608638573678,969,0.9948665297741273,0.0022995792401766567,0.019995608638573678
"ts_std(ts_std(ret, 20), 10)",0.00932493177354715,0.05454535944134386,962,1.0,0.00932493177354715,0.05454535944134386
"ts_rank(ts_std(amount, 5), 10)",0.008795376590040076,0.0734149468888928,970,1.0,0.008795376590040076,0.0734149468888928
"ts_std(ts_mean(low, 5), 10)",0.002414511540651951,0.010740725623224064,970,1.0,0.002414511540651951,0.010740725623224064
"log(delta(amount, 1))",-0.013562597605896842,-0.07166842033314584,931,1.0,0.013562597605896842,0.07166842033314584
"ts_std(ts_rank(high, 20), 10)",-0.008626410708689655,-0.06238460606625565,962,1.0,0.008626410708689655,0.06238460606625565
"ts_std(zscore_xs(high), 20)",-0.003019675266101216,-0.01704449547273785,966,1.0,0.003019675266101216,0.01704449547273785
"ts_mean(ts_mean(close, 5), 10)",-0.007477715171220226,-0.03480600190462376,970,1.0,0.007477715171220226,0.03480600190462376
"ts_rank(log(low), 20)",-0.015162574944564959,-0.07907361561659176,964,0.9979296066252588,0.015162574944564959,0.07907361561659176
"ts_mean(ts_rank(amount, 10), 10)",0.01294820364715419,0.08837917705226012,967,1.0,0.01294820364715419,0.08837917705226012
"ts_rank(ts_std(ret, 10), 10)",0.0020060314407436704,0.016203604259991577,966,0.9989658738366081,0.0020060314407436704,0.016203604259991577
"ts_std(delta(volume, 5), 5)",-0.004086684348864958,-0.02376483894123622,969,1.0,0.004086684348864958,0.02376483894123622
"delta(ts_rank(low, 10), 1)",-0.008464289802351217,-0.058726977860982965,970,1.0,0.008464289802351217,0.058726977860982965
"ts_mean(ts_rank(amount, 20), 10)",0.006512638445509251,0.04243814632808095,962,1.0,0.006512638445509251,0.04243814632808095
"ts_mean(ts_rank(ret, 20), 5)",-0.007583298542188627,-0.04928272746330498,965,1.0,0.007583298542188627,0.04928272746330498
"ts_mean(ts_std(high, 5), 10)",-0.00039487346305823467,-0.0017117922389879715,970,1.0,0.00039487346305823467,0.0017117922389879715
"ts_std(ts_mean(open, 20), 20)",0.00929936075755936,0.04152059997700167,957,1.0,0.00929936075755936,0.04152059997700167
"ts_mean(ts_mean(amount, 20), 20)",-0.008216831599506516,-0.04465000810096989,957,1.0,0.008216831599506516,0.04465000810096989
"ts_std(ts_mean(close, 20), 20)",0.009690674140475483,0.04333937093332444,957,1.0,0.009690674140475483,0.04333937093332444
"ts_mean(zscore_xs(amount), 5)",-0.00474202870094056,-0.027368047370964786,974,1.0,0.00474202870094056,0.027368047370964786
"delta(delta(volume, 1), 10)",-0.010097931889754929,-0.07392358270822068,964,1.0,0.010097931889754929,0.07392358270822068
"ts_std(ts_rank(ret, 10), 20)",0.004149410143795307,0.033080892994761524,962,1.0,0.004149410143795307,0.033080892994761524
"zscore_xs(ts_mean(ret, 20))",-0.01058444457611494,-0.05311357532045522,966,1.0,0.01058444457611494,0.05311357532045522
"delta(log(amount), 5)",-0.003472477427329477,-0.023342512724484246,970,1.0,0.003472477427329477,0.023342512724484246
"zscore_xs(ts_std(amount, 10))",-0.007779691989785971,-0.04499920042163134,971,1.0,0.007779691989785971,0.04499920042163134
"ts_std(log(close), 10)",0.010443251011391236,0.048253898434686214,971,1.0,0.010443251011391236,0.048253898434686214
"ts_std(ts_rank(amount, 20), 20)",-0.014541359381369065,-0.11851678535356067,957,1.0,0.014541359381369065,0.11851678535356067
"ts_std(delta(amount, 5), 20)",-0.0105182605886406,-0.05928488363823733,961,1.0,0.0105182605886406,0.05928488363823733
"ts_std(delta(open, 5), 5)",-0.0012753626378080962,-0.005597441498634344,969,1.0,0.0012753626378080962,0.005597441498634344
"log(delta(ret, 5))",-0.008155659909060762,-0.04292814022757319,871,1.0,0.008155659909060762,0.04292814022757319
"ts_mean(zscore_xs(close), 10)",-0.007609837429232952,-0.03549876099485953,971,1.0,0.007609837429232952,0.03549876099485953
"log(delta(amount, 10))",-0.003693473750589864,-0.019127779721693605,949,1.0,0.003693473750589864,0.019127779721693605
"ts_rank(ts_std(amount, 10), 10)",0.00440473102071915,0.03466582020766752,967,1.0,0.00440473102071915,0.03466582020766752
"ts_std(zscore_xs(amount), 20)",-0.008419284653691591,-0.04926477998001315,966,1.0,0.008419284653691591,0.04926477998001315
"ts_mean(ts_mean(amount, 20), 5)",-0.008388324625552406,-0.045804941573791724,965,1.0,0.008388324625552406,0.045804941573791724
"delta(ts_rank(close, 10), 10)",-0.015330615100030757,-0.10071253627263259,961,1.0,0.015330615100030757,0.10071253627263259
"ts_mean(ts_std(open, 20), 20)",0.003651853030860955,0.01570813482553983,957,1.0,0.003651853030860955,0.01570813482553983
"ts_rank(ts_mean(amount, 20), 20)",-0.007051927431229245,-0.047833077075661555,957,1.0,0.007051927431229245,0.047833077075661555
"ts_std(ts_rank(ret, 10), 5)",0.003017878569604736,0.024069937385934378,970,1.0,0.003017878569604736,0.024069937385934378
"ts_mean(ts_std(low, 10), 20)",0.00047543364781756607,0.002050283693318893,962,1.0,0.00047543364781756607,0.002050283693318893
"log(ts_std(volume, 20))",-0.002987109504159951,-0.017340235452615232,966,1.0,0.002987109504159951,0.017340235452615232
"delta(ts_rank(open, 20), 5)",-0.012480759532384478,-0.07924430204457808,961,1.0,0.012480759532384478,0.07924430204457808
"delta(ts_mean(ret, 5), 5)",-0.010213226676233577,-0.061655977219028164,969,1.0,0.010213226676233577,0.061655977219028164
"zscore_xs(delta(high, 10))",-0.014825052380388986,-0.0702230383964002,965,1.0,0.014825052380388986,0.0702230383964002
"ts_rank(ts_rank(close, 20), 10)",-0.024044300081682835,-0.1568802771453953,961,0.998960498960499,0.024044300081682835,0.1568802771453953
"ts_mean(ts_mean(close, 10), 20)",-0.00871709523710885,-0.04048291707970189,962,1.0,0.00871709523710885,0.04048291707970189
"ts_rank(ts_std(volume, 10), 20)",-0.002818082760458363,-0.021111881995884763,962,1.0,0.002818082760458363,0.021111881995884763
"ts_mean(delta(volume, 5), 5)",0.002512826890788317,0.017908854288163096,969,1.0,0.002512826890788317,0.017908854288163096
"ts_std(ts_mean(ret, 10), 10)",0.016068314543857938,0.07442789520848753,967,1.0,0.016068314543857938,0.07442789520848753
"ts_std(ts_rank(volume, 10), 10)",-0.005172667780814445,-0.044247998230366965,967,1.0,0.005172667780814445,0.044247998230366965
"ts_std(ts_std(close, 5), 10)",0.001783552824430274,0.008010851645798935,970,1.0,0.001783552824430274,0.008010851645798935
"ts_mean(ts_rank(amount, 20), 5)",0.006589681198262318,0.044026511247874454,965,1.0,0.006589681198262318,0.044026511247874454
"ts_mean(ts_mean(low, 20), 5)",-0.008269345108392619,-0.03846895790029617,965,1.0,0.008269345108392619,0.03846895790029617
"ts_std(ts_mean(volume, 20), 5)",0.004909284247659238,0.03010480198148501,965,1.0,0.004909284247659238,0.03010480198148501
"ts_std(delta(amount, 10), 20)",-0.008445108582940637,-0.04771007276044192,956,1.0,0.008445108582940637,0.04771007276044192
"ts_std(zscore_xs(open), 10)",-0.008410243882108107,-0.04788977544568661,971,1.0,0.008410243882108107,0.04788977544568661
"ts_std(ts_rank(close, 20), 5)",-0.008151349686860125,-0.060997949543509795,965,1.0,0.008151349686860125,0.060997949543509795
"ts_std(ts_mean(high, 10), 20)",0.008228501314247834,0.0364029481803888,962,1.0,0.008228501314247834,0.0364029481803888
"ts_std(ts_mean(close, 5), 5)",0.005058818451151078,0.02293255845811998,973,1.0,0.005058818451151078,0.02293255845811998
"ts_mean(ts_std(volume, 5), 10)",-0.0024064398281054664,-0.01385161138301891,970,1.0,0.0024064398281054664,0.01385161138301891
"delta(ts_rank(ret, 20), 1)",-0.008935545611063014,-0.06400140533898746,965,1.0,0.008935545611063014,0.06400140533898746
"log(delta(close, 1))",-0.02286977679634136,-0.09731246944225584,846,1.0,0.02286977679634136,0.09731246944225584
log(zscore_xs(high)),0.0021133251723570103,0.008510581353077222,972,1.0,0.0021133251723570103,0.008510581353077222
"log(ts_std(amount, 5))",-0.0036430953376884795,-0.021800118906769975,974,1.0,0.0036430953376884795,0.021800118906769975
"log(ts_mean(high, 10))",-0.007453602320834327,-0.03470190688145526,971,1.0,0.007453602320834327,0.03470190688145526
"ts_rank(log(ret), 10)",-0.01675076414479162,-0.08790802731910131,739,1.0,0.01675076414479162,0.08790802731910131
"delta(ts_rank(high, 10), 10)",-0.008886094929032385,-0.05822191881483488,961,1.0,0.008886094929032385,0.05822191881483488
"ts_rank(ts_mean(high, 10), 10)",-0.0034596497051585214,-0.01963773554113422,959,0.9917269906928645,0.0034596497051585214,0.01963773554113422
"ts_mean(ts_mean(ret, 10), 10)",-0.0036248000523155964,-0.01830513698625509,967,1.0,0.0036248000523155964,0.01830513698625509
"zscore_xs(ts_mean(open, 5))",-0.007276779646712438,-0.034031677028819415,974,1.0,0.007276779646712438,0.034031677028819415
"ts_mean(ts_rank(close, 10), 10)",0.002297500739939758,0.012607888802321854,967,1.0,0.002297500739939758,0.012607888802321854
"ts_mean(ts_rank(volume, 10), 5)",0.007368756820321605,0.05437134414303482,970,1.0,0.007368756820321605,0.05437134414303482
"ts_std(ts_std(low, 20), 20)",0.004402102552276038,0.020040807731578274,957,1.0,0.004402102552276038,0.020040807731578274
"ts_mean(ts_rank(volume, 20), 5)",0.00969705840453029,0.0687324432413941,965,1.0,0.00969705840453029,0.0687324432413941
"ts_rank(delta(volume, 1), 20)",-0.009515979520951628,-0.07102654529060255,965,1.0,0.009515979520951628,0.07102654529060255
"ts_rank(ts_rank(volume, 20), 10)",-0.0077440714153061635,-0.05772858904034949,962,1.0,0.0077440714153061635,0.05772858904034949
"zscore_xs(ts_mean(high, 5))",-0.007276842092373807,-0.033995628152038194,974,1.0,0.007276842092373807,0.033995628152038194
"log(ts_std(close, 20))",0.0012520224755198006,0.005467794850058948,966,1.0,0.0012520224755198006,0.005467794850058948
"ts_std(ts_std(low, 10), 10)",-0.00021772786819526736,-0.0010131799287377197,967,1.0,0.00021772786819526736,0.0010131799287377197
"ts_mean(ts_std(high, 10), 20)",0.00025957419704980073,0.0011173808912163072,962,1.0,0.00025957419704980073,0.0011173808912163072
"ts_std(ts_rank(volume, 20), 20)",-0.01382254847073211,-0.11582931587871251,957,1.0,0.01382254847073211,0.11582931587871251
"delta(ts_std(ret, 5), 10)",0.006250071931742378,0.04404612641638605,964,1.0,0.006250071931742378,0.04404612641638605
"ts_std(delta(high, 5), 10)",-0.00028154668364275604,-0.0012403799299064227,966,1.0,0.00028154668364275604,0.0012403799299064227
"ts_rank(log(amount), 20)",-0.0022388174799255253,-0.01452009549148082,966,1.0,0.0022388174799255253,0.01452009549148082
"zscore_xs(ts_mean(open, 10))",-0.007595996704364762,-0.03540497496375798,971,1.0,0.007595996704364762,0.03540497496375798
"log(delta(low, 5))",-0.007470215433024638,-0.03265629015637757,841,1.0,0.007470215433024638,0.03265629015637757
"delta(delta(ret, 1), 1)",-0.002913564973761268,-0.018405591313323567,973,1.0,0.002913564973761268,0.018405591313323567
"delta(ts_rank(high, 10), 5)",-0.018807436644988677,-0.12364004495882334,966,1.0,0.018807436644988677,0.12364004495882334
"ts_std(zscore_xs(ret), 5)",0.002418328318707338,0.014380657627394001,974,1.0,0.002418328318707338,0.014380657627394001
"ts_std(ts_rank(low, 20), 5)",-0.012136173884248974,-0.08886139458718394,965,1.0,0.012136173884248974,0.08886139458718394
"ts_rank(ts_std(close, 20), 10)",-0.00021092549713019084,-0.001529810766014236,961,0.998960498960499,0.00021092549713019084,0.001529810766014236
"ts_mean(log(volume), 5)",0.0022247277986256865,0.01284857969575807,974,1.0,0.0022247277986256865,0.01284857969575807
"zscore_xs(ts_std(volume, 5))",0.000160553175682483,0.0009530121996271757,974,1.0,0.000160553175682483,0.0009530121996271757
"ts_mean(ts_mean(open, 10), 20)",-0.008744482639550247,-0.040611192736450204,962,1.0,0.008744482639550247,0.040611192736450204
"ts_rank(delta(low, 1), 10)",-0.011574979786838491,-0.07315844223736984,969,0.9989690721649485,0.011574979786838491,0.07315844223736984
"delta(zscore_xs(high), 1)",-0.009899243534283902,-0.05848951098393967,974,1.0,0.009899243534283902,0.05848951098393967
"ts_mean(delta(low, 10), 10)",-0.010533893975382746,-0.055622510883585136,961,1.0,0.010533893975382746,0.055622510883585136
"delta(ts_rank(amount, 20), 10)",-0.001120739641570381,-0.007795912571184051,956,1.0,0.001120739641570381,0.007795912571184051
"ts_mean(delta(high, 5), 20)",-0.01378386392189462,-0.07236887353997609,961,1.0,0.01378386392189462,0.07236887353997609
"ts_mean(ts_mean(volume, 5), 5)",0.0023057523886575977,0.013350368934199032,973,1.0,0.0023057523886575977,0.013350368934199032
"ts_rank(ts_rank(ret, 10), 10)",-0.016109659276946353,-0.11637492363483785,967,1.0,0.016109659276946353,0.11637492363483785
"ts_mean(ts_rank(ret, 10), 20)",-0.01393737547480619,-0.09085570161006828,962,1.0,0.01393737547480619,0.09085570161006828
"delta(ts_std(high, 10), 10)",0.006852641720248735,0.04373034561360091,961,1.0,0.006852641720248735,0.04373034561360091
"ts_mean(ts_std(ret, 10), 20)",0.00955425906931431,0.03643556342861214,962,1.0,0.00955425906931431,0.03643556342861214
"delta(ts_rank(volume, 10), 1)",-0.008936286303889067,-0.07119909760931663,970,1.0,0.008936286303889067,0.07119909760931663
"delta(ts_rank(high, 20), 1)",-0.007976379924505261,-0.053995355219622114,965,1.0,0.007976379924505261,0.053995355219622114
"ts_rank(delta(amount, 1), 10)",-0.01188811311285183,-0.08683786470926545,970,1.0,0.01188811311285183,0.08683786470926545
"ts_rank(ts_std(open, 5), 10)",-0.00027768862618493735,-0.001980020039756472,969,0.9989690721649485,0.00027768862618493735,0.001980020039756472
