expr,ic_mean_is,ic_ir_is,n_days_is,valid_frac_is,abs_ic,abs_ir
"ts_std(amount, 5)",-0.0040439953256190915,-0.024179886957571887,974,1.0,0.0040439953256190915,0.024179886957571887
"ts_mean(amount, 10)",-0.005337618925690428,-0.029853874599241468,971,1.0,0.005337618925690428,0.029853874599241468
"ts_std(delta(close, 1), 10)",-0.0018368207909369694,-0.007958712147489711,970,1.0,0.0018368207909369694,0.007958712147489711
log(high),-0.010624836971276145,-0.04930651006545753,975,1.0,0.010624836971276145,0.04930651006545753
"delta(ret, 1)",-0.011536556601548354,-0.07181564791597696,974,1.0,0.011536556601548354,0.07181564791597696
"ts_rank(delta(high, 1), 20)",-0.007158184073805465,-0.04328122761852795,965,1.0,0.007158184073805465,0.04328122761852795
"ts_std(ts_std(ret, 5), 20)",0.006847937292848376,0.032803241152491336,965,1.0,0.006847937292848376,0.032803241152491336
"ts_rank(close, 10)",-0.02313379155362431,-0.1279634440603457,969,0.9979402677651905,0.02313379155362431,0.1279634440603457
"log(ts_mean(volume, 10))",0.0016933675235260635,0.0097531231524528,971,1.0,0.0016933675235260635,0.0097531231524528
"ts_std(close, 20)",0.0012520224755198006,0.005467794850058948,966,1.0,0.0012520224755198006,0.005467794850058948
zscore_xs(ret),-0.022040653847518046,-0.1293673512141789,975,1.0,0.022040653847518046,0.1293673512141789
log(open),-0.010766241269970056,-0.05002382302724608,975,1.0,0.010766241269970056,0.05002382302724608
"ts_std(zscore_xs(volume), 10)",-0.001759527630294337,-0.011175633931077289,971,1.0,0.001759527630294337,0.011175633931077289
"ts_std(ts_std(high, 5), 20)",-0.0011681669464830519,-0.00518970872638289,965,1.0,0.0011681669464830519,0.00518970872638289
"zscore_xs(ts_mean(volume, 10))",0.0016933675235260635,0.0097531231524528,971,1.0,0.0016933675235260635,0.0097531231524528
"ts_rank(ts_mean(amount, 10), 10)",0.004056336313559952,0.028473872813844812,967,1.0,0.004056336313559952,0.028473872813844812
"ts_rank(ts_std(ret, 20), 20)",0.003958077927626447,0.02933728352957236,954,0.9968652037617555,0.003958077927626447,0.02933728352957236
"delta(ts_mean(open, 10), 5)",-0.00953760497120447,-0.04730039287687237,966,1.0,0.00953760497120447,0.04730039287687237
zscore_xs(low),-0.010948952294899674,-0.05098054179008382,975,1.0,0.010948952294899674,0.05098054179008382
"ts_rank(amount, 10)",-0.008068093750330976,-0.054809725970996565,971,1.0,0.008068093750330976,0.054809725970996565
"ts_mean(ret, 5)",-0.011171436037082429,-0.0593170220744842,974,1.0,0.011171436037082429,0.0593170220744842
"ts_mean(amount, 20)",-0.008309474809571315,-0.04563323654351744,966,1.0,0.008309474809571315,0.04563323654351744
zscore_xs(close),-0.010995522628259416,-0.05115724879695897,975,1.0,0.010995522628259416,0.05115724879695897
"ts_mean(open, 20)",-0.008009543283595827,-0.03721653302603554,966,1.0,0.008009543283595827,0.03721653302603554
"ts_rank(log(close), 10)",-0.02313379155362431,-0.1279634440603457,969,0.9979402677651905,0.02313379155362431,0.1279634440603457
"log(ts_rank(close, 10))",-0.02313379155362431,-0.1279634440603457,969,0.9979402677651905,0.02313379155362431,0.1279634440603457
"ts_mean(ts_rank(close, 10), 5)",-0.005996391681182899,-0.033514295268968104,970,1.0,0.005996391681182899,0.033514295268968104
"ts_mean(log(open), 10)",-0.007817222029866582,-0.036466970299004954,971,1.0,0.007817222029866582,0.036466970299004954
"delta(open, 10)",-0.014613079507688956,-0.06962335122286425,965,1.0,0.014613079507688956,0.06962335122286425
"log(ts_mean(amount, 20))",-0.008309474809571315,-0.04563323654351744,966,1.0,0.008309474809571315,0.04563323654351744
"log(ts_std(low, 10))",0.0006264927938658337,0.002728769528176424,971,1.0,0.0006264927938658337,0.002728769528176424
"ts_rank(log(open), 10)",-0.014889437220767195,-0.08184111953061976,969,0.9979402677651905,0.014889437220767195,0.08184111953061976
"ts_std(low, 10)",0.0006722337113208083,0.002927874006930321,971,1.0,0.0006722337113208083,0.002927874006930321
"delta(open, 1)",-0.010980856395016928,-0.058281706061563306,974,1.0,0.010980856395016928,0.058281706061563306
"zscore_xs(ts_rank(ret, 10))",-0.018894482324584273,-0.13095791209519012,970,0.9989701338825953,0.018894482324584273,0.13095791209519012
"delta(log(high), 1)",-0.014231116561267023,-0.07639322171179769,974,1.0,0.014231116561267023,0.07639322171179769
"ts_mean(high, 20)",-0.00794678234078827,-0.03686246659179099,966,1.0,0.00794678234078827,0.03686246659179099
"ts_rank(low, 10)",-0.0175904121865307,-0.09589904260232236,968,0.9969104016477858,0.0175904121865307,0.09589904260232236
"ts_std(volume, 10)",-0.002397191464676595,-0.013899674328623622,971,1.0,0.002397191464676595,0.013899674328623622
"zscore_xs(delta(open, 1))",-0.010981004919390368,-0.05828246782017328,974,1.0,0.010981004919390368,0.05828246782017328
"ts_mean(ts_std(high, 20), 5)",0.0013070839778250643,0.005707108844650315,965,1.0,0.0013070839778250643,0.005707108844650315
"zscore_xs(delta(open, 10))",-0.014615975759452211,-0.06963560969594515,965,1.0,0.014615975759452211,0.06963560969594515
zscore_xs(volume),-0.002067781232880866,-0.012017635000663064,975,1.0,0.002067781232880866,0.012017635000663064
zscore_xs(high),-0.010624836971276145,-0.04930651006545753,975,1.0,0.010624836971276145,0.04930651006545753
"ts_mean(delta(amount, 1), 5)",-0.0037717220578802058,-0.0251296674625077,973,1.0,0.0037717220578802058,0.0251296674625077
"zscore_xs(ts_mean(low, 5))",-0.007437117329423106,-0.0348378063651934,974,1.0,0.007437117329423106,0.0348378063651934
"ts_mean(ts_mean(volume, 20), 5)",0.00014199528544521197,0.0008179038958846038,965,1.0,0.00014199528544521197,0.0008179038958846038
"ts_mean(low, 5)",-0.007438618821019055,-0.03484472859769034,974,1.0,0.007438618821019055,0.03484472859769034
"ts_mean(low, 20)",-0.008176919997452776,-0.03806494664950602,966,1.0,0.008176919997452776,0.03806494664950602
"ts_rank(zscore_xs(low), 20)",-0.010536449895547162,-0.054402287823165564,966,1.0,0.010536449895547162,0.054402287823165564
zscore_xs(log(amount)),-0.011371200151115174,-0.06560637140947465,975,1.0,0.011371200151115174,0.06560637140947465
"ts_std(ret, 20)",0.012014581839364304,0.04706157199405542,966,1.0,0.012014581839364304,0.04706157199405542
"ts_rank(ts_rank(open, 10), 10)",-0.018128521363158442,-0.11696564969895339,967,1.0,0.018128521363158442,0.11696564969895339
"log(ts_mean(open, 10))",-0.0075977900453089945,-0.035413276355524756,971,1.0,0.0075977900453089945,0.035413276355524756
"delta(close, 10)",-0.020018924517569894,-0.09501178320747532,965,1.0,0.020018924517569894,0.09501178320747532
"ts_std(high, 5)",0.0025883449693564296,0.011269649315509445,974,1.0,0.0025883449693564296,0.011269649315509445
"ts_std(close, 10)",0.001557890841559236,0.0067940458492283,971,1.0,0.001557890841559236,0.0067940458492283
"ts_rank(ts_mean(ret, 20), 10)",-0.008440855765769834,-0.0533090062963538,956,0.9937629937629938,0.008440855765769834,0.0533090062963538
"ts_mean(log(high), 20)",-0.00806561580717151,-0.03742959154083263,966,1.0,0.00806561580717151,0.03742959154083263
"ts_mean(log(low), 10)",-0.008000556955718167,-0.037386880806904846,971,1.0,0.008000556955718167,0.037386880806904846
zscore_xs(log(volume)),-0.002067781232880866,-0.012017635000663064,975,1.0,0.002067781232880866,0.012017635000663064
"ts_mean(ts_mean(volume, 20), 20)",0.0004635195090801414,0.002675187198216326,957,1.0,0.0004635195090801414,0.002675187198216326
"ts_std(ts_mean(amount, 5), 5)",-0.009006293763010141,-0.05412703298427379,973,1.0,0.009006293763010141,0.05412703298427379
"ts_mean(volume, 5)",0.0021203842627501254,0.012227434691399487,974,1.0,0.0021203842627501254,0.012227434691399487
"zscore_xs(ts_mean(close, 20))",-0.008007403399684537,-0.037222332923432355,966,1.0,0.008007403399684537,0.037222332923432355
"ts_rank(open, 20)",-0.01400488694434461,-0.07374939588266202,964,0.9979296066252588,0.01400488694434461,0.07374939588266202
"zscore_xs(ts_rank(amount, 20))",-0.0022388174799255253,-0.01452009549148082,966,1.0,0.0022388174799255253,0.01452009549148082
"ts_std(volume, 5)",0.000160553175682483,0.0009530121996271757,974,1.0,0.000160553175682483,0.0009530121996271757
"delta(high, 5)",-0.018747673967393026,-0.09468276901879019,970,1.0,0.018747673967393026,0.09468276901879019
"ts_rank(zscore_xs(amount), 20)",-0.006487903499779136,-0.043077416284660934,966,1.0,0.006487903499779136,0.043077416284660934
"ts_mean(delta(close, 10), 10)",-0.01014244014582161,-0.0530907538171637,961,1.0,0.01014244014582161,0.0530907538171637
"delta(ts_mean(amount, 5), 5)",0.0011376012395142463,0.00799032815913902,969,1.0,0.0011376012395142463,0.00799032815913902
"delta(ret, 5)",-0.014416062019453625,-0.0890098647064073,970,1.0,0.014416062019453625,0.0890098647064073
zscore_xs(amount),-0.011371200151115174,-0.06560637140947465,975,1.0,0.011371200151115174,0.06560637140947465
"delta(ts_mean(high, 5), 10)",-0.009424864909995398,-0.04673380086933743,964,1.0,0.009424864909995398,0.04673380086933743
"ts_std(ts_std(open, 5), 10)",0.0004904864644220953,0.0022018885833259066,970,1.0,0.0004904864644220953,0.0022018885833259066
"log(ts_mean(close, 10))",-0.007593888138284497,-0.03541772916690406,971,1.0,0.007593888138284497,0.03541772916690406
"ts_std(open, 20)",0.0011971685458171306,0.005217845320694664,966,1.0,0.0011971685458171306,0.005217845320694664
"delta(low, 1)",-0.01672995692376094,-0.08888001731705492,974,1.0,0.01672995692376094,0.08888001731705492
"ts_std(delta(open, 10), 10)",-0.0017558539916918239,-0.007723830224280273,961,1.0,0.0017558539916918239,0.007723830224280273
"delta(amount, 10)",-0.002002363356809234,-0.012804965354164328,965,1.0,0.002002363356809234,0.012804965354164328
"ts_rank(close, 20)",-0.019550950130739903,-0.10334339015396056,966,1.0,0.019550950130739903,0.10334339015396056
"delta(close, 1)",-0.030353165524594296,-0.1646356566419547,974,1.0,0.030353165524594296,0.1646356566419547
"ts_mean(zscore_xs(ret), 5)",-0.011474235037471801,-0.0616211296928924,974,1.0,0.011474235037471801,0.0616211296928924
zscore_xs(log(low)),-0.010948952294899674,-0.05098054179008382,975,1.0,0.010948952294899674,0.05098054179008382
"ts_std(close, 5)",0.0032126824331311036,0.01395994850616417,974,1.0,0.0032126824331311036,0.01395994850616417
"log(ts_rank(low, 10))",-0.0175904121865307,-0.09589904260232236,968,0.9969104016477858,0.0175904121865307,0.09589904260232236
"ts_mean(volume, 20)",1.791188122959341e-05,0.0001031390863855413,966,1.0,1.791188122959341e-05,0.0001031390863855413
"ts_mean(ts_rank(low, 10), 5)",-0.004750154359011258,-0.026414558444947982,970,1.0,0.004750154359011258,0.026414558444947982
"ts_mean(ret, 10)",-0.0021233490913053665,-0.01066959576400417,971,1.0,0.0021233490913053665,0.01066959576400417
"delta(high, 10)",-0.014820008929066235,-0.07019853304916525,965,1.0,0.014820008929066235,0.07019853304916525
"delta(volume, 5)",-0.0012510513711918275,-0.008888686891179004,970,1.0,0.0012510513711918275,0.008888686891179004
log(low),-0.010948952294899674,-0.05098054179008382,975,1.0,0.010948952294899674,0.05098054179008382
"ts_mean(zscore_xs(open), 20)",-0.008034168100567873,-0.03733467842513405,966,1.0,0.008034168100567873,0.03733467842513405
"ts_mean(low, 10)",-0.007770456480797739,-0.036276800963659955,971,1.0,0.007770456480797739,0.036276800963659955
"ts_std(high, 20)",0.0011037385762893625,0.004810753658611169,966,1.0,0.0011037385762893625,0.004810753658611169
"zscore_xs(ts_std(low, 20))",0.0011088586337682262,0.004852637360967397,966,1.0,0.0011088586337682262,0.004852637360967397
"ts_rank(ts_mean(ret, 10), 20)",0.0012641192422263058,0.007981811221569783,960,0.997920997920998,0.0012641192422263058,0.007981811221569783
"ts_mean(log(ret), 5)",0.01062596942803309,0.056808605990308195,967,1.0,0.01062596942803309,0.056808605990308195
log(close),-0.010995522628259416,-0.05115724879695897,975,1.0,0.010995522628259416,0.05115724879695897
"delta(log(amount), 10)",-0.0021526016681738913,-0.013908179851733541,965,1.0,0.0021526016681738913,0.013908179851733541
"ts_std(log(amount), 20)",-0.006771998682637162,-0.04266015747836207,966,1.0,0.006771998682637162,0.04266015747836207
"ts_std(amount, 20)",-0.010011148737735362,-0.05639232111602768,966,1.0,0.010011148737735362,0.05639232111602768
"ts_mean(zscore_xs(amount), 10)",-0.005278338464279678,-0.029715440167107605,971,1.0,0.005278338464279678,0.029715440167107605
"log(delta(volume, 5))",-0.003999306741703862,-0.01967318100158241,950,1.0,0.003999306741703862,0.01967318100158241
"zscore_xs(ts_rank(open, 20))",-0.01400488694434461,-0.07374939588266202,964,0.9979296066252588,0.01400488694434461,0.07374939588266202
"ts_std(ts_rank(low, 10), 10)",-0.005104512164962827,-0.038255186929368995,967,1.0,0.005104512164962827,0.038255186929368995
"delta(log(high), 5)",-0.015139634971081709,-0.07468267067844056,970,1.0,0.015139634971081709,0.07468267067844056
"delta(ts_mean(close, 5), 5)",-0.019129748961081338,-0.09396373136361676,969,1.0,0.019129748961081338,0.09396373136361676
"ts_rank(high, 10)",-0.01467833175298112,-0.08183518851671677,969,0.9979402677651905,0.01467833175298112,0.08183518851671677
zscore_xs(open),-0.010766241269970056,-0.05002382302724608,975,1.0,0.010766241269970056,0.05002382302724608
"zscore_xs(ts_std(ret, 5))",0.010341916359637951,0.04844583067133155,974,1.0,0.010341916359637951,0.04844583067133155
"delta(ts_std(low, 20), 5)",0.0011783400610728305,0.007655412507971296,961,1.0,0.0011783400610728305,0.007655412507971296
"ts_rank(volume, 10)",-0.004347559730809282,-0.031439077088272524,971,1.0,0.004347559730809282,0.031439077088272524
"delta(ts_std(low, 5), 5)",0.006643975925107036,0.043674702396412156,969,1.0,0.006643975925107036,0.043674702396412156
"ts_rank(ts_rank(close, 10), 10)",-0.02832443980616715,-0.1845834798313632,966,0.9989658738366081,0.02832443980616715,0.1845834798313632
"ts_rank(open, 10)",-0.014889437220767195,-0.08184111953061976,969,0.9979402677651905,0.014889437220767195,0.08184111953061976
"log(ts_std(high, 20))",0.0011037385762893625,0.004810753658611169,966,1.0,0.0011037385762893625,0.004810753658611169
log(amount),-0.011371200151115174,-0.06560637140947465,975,1.0,0.011371200151115174,0.06560637140947465
"ts_mean(volume, 10)",0.0016933675235260635,0.0097531231524528,971,1.0,0.0016933675235260635,0.0097531231524528
"ts_rank(high, 20)",-0.013880511578915344,-0.07365841374902998,966,1.0,0.013880511578915344,0.07365841374902998
"ts_mean(ts_mean(low, 5), 10)",-0.00764333859218977,-0.0356228425317973,970,1.0,0.00764333859218977,0.0356228425317973
"ts_std(ts_rank(high, 10), 10)",-0.0035646270352855205,-0.026366982568987535,967,1.0,0.0035646270352855205,0.026366982568987535
"ts_mean(delta(high, 5), 5)",-0.01754040572110315,-0.0865835554817761,969,1.0,0.01754040572110315,0.0865835554817761
"ts_mean(sign(ret), 20)",-0.008262308045811233,-0.051130770483085404,966,1.0,0.008262308045811233,0.051130770483085404
"ts_std(ret, 10)",0.012686884904197858,0.05421084061405672,971,1.0,0.012686884904197858,0.05421084061405672
"ts_mean(close, 10)",-0.0075953299851939104,-0.03542439331321117,971,1.0,0.0075953299851939104,0.03542439331321117
"delta(volume, 1)",-0.006185721365221594,-0.04464813033108807,974,1.0,0.006185721365221594,0.04464813033108807
"ts_std(ts_mean(high, 20), 5)",0.008301766140417208,0.03786837383191788,965,1.0,0.008301766140417208,0.03786837383191788
"ts_std(ts_mean(high, 5), 10)",0.0023838936458326536,0.01062191263967914,970,1.0,0.0023838936458326536,0.01062191263967914
"ts_mean(open, 10)",-0.007596723380606692,-0.03540832323288133,971,1.0,0.007596723380606692,0.03540832323288133
"ts_rank(ts_rank(low, 10), 20)",-0.014899526225320993,-0.09562969891676207,962,1.0,0.014899526225320993,0.09562969891676207
"ts_std(delta(open, 1), 5)",0.0016691548953805021,0.00716847633285684,973,1.0,0.0016691548953805021,0.00716847633285684
"delta(ts_std(volume, 10), 1)",-0.00010822261459833439,-0.0008899022764012719,970,1.0,0.00010822261459833439,0.0008899022764012719
"ts_mean(ts_rank(close, 20), 5)",-0.0068321084917637425,-0.0378323538567457,965,1.0,0.0068321084917637425,0.0378323538567457
log(volume),-0.002067781232880866,-0.012017635000663064,975,1.0,0.002067781232880866,0.012017635000663064
"ts_std(ts_std(close, 20), 20)",0.005115633705953858,0.023137734375754806,957,1.0,0.005115633705953858,0.023137734375754806
"log(ts_std(close, 5))",0.003888528662700545,0.01690817481264881,974,1.0,0.003888528662700545,0.01690817481264881
"zscore_xs(ts_std(open, 5))",0.003115469115444417,0.013563161926564935,974,1.0,0.003115469115444417,0.013563161926564935
"ts_std(ret, 5)",0.010341916359637951,0.04844583067133155,974,1.0,0.010341916359637951,0.04844583067133155
"ts_mean(amount, 5)",-0.0041922969811572985,-0.023976791997383357,974,1.0,0.0041922969811572985,0.023976791997383357
"ts_std(open, 5)",0.003114304625050848,0.013558145010792381,974,1.0,0.003114304625050848,0.013558145010792381
"delta(volume, 10)",-0.000549046314583316,-0.003748290450507015,965,1.0,0.000549046314583316,0.003748290450507015
zscore_xs(log(ret)),-0.017640359346146807,-0.08980428903690255,848,1.0,0.017640359346146807,0.08980428903690255
"ts_mean(ts_mean(volume, 20), 10)",0.0004613482725978669,0.0026558641489052752,962,1.0,0.0004613482725978669,0.0026558641489052752
"ts_mean(ts_rank(ret, 10), 5)",-0.01449306061847026,-0.09919138620630143,970,1.0,0.01449306061847026,0.09919138620630143
"log(ts_std(low, 20))",0.0011088586337682262,0.004852637360967397,966,1.0,0.0011088586337682262,0.004852637360967397
"zscore_xs(ts_rank(low, 10))",-0.0175904121865307,-0.09589904260232236,968,0.9969104016477858,0.0175904121865307,0.09589904260232236
"log(delta(open, 1))",-0.009318259635838906,-0.040308988481584436,842,1.0,0.009318259635838906,0.040308988481584436
log(ret),-0.017640359346146807,-0.08980428903690255,848,1.0,0.017640359346146807,0.08980428903690255
"ts_rank(delta(ret, 1), 20)",-0.009657123695946405,-0.06914929598364367,965,1.0,0.009657123695946405,0.06914929598364367
"delta(log(close), 5)",-0.01995767923213278,-0.09694788992707191,970,1.0,0.01995767923213278,0.09694788992707191
"ts_mean(ts_std(volume, 20), 5)",-0.001760787937092632,-0.010187180418682306,965,1.0,0.001760787937092632,0.010187180418682306
"zscore_xs(ts_mean(low, 10))",-0.00776917714154848,-0.03627056873947936,971,1.0,0.00776917714154848,0.03627056873947936
"ts_rank(volume, 20)",0.0011171178117511118,0.007833179505030608,966,1.0,0.0011171178117511118,0.007833179505030608
"delta(log(close), 1)",-0.030334678965676393,-0.16056412873443546,974,1.0,0.030334678965676393,0.16056412873443546
"ts_std(ts_mean(close, 10), 20)",0.008078097110466928,0.03583841159356451,962,1.0,0.008078097110466928,0.03583841159356451
"ts_mean(ts_std(low, 20), 5)",0.0014752301811303977,0.006462661642690474,965,1.0,0.0014752301811303977,0.006462661642690474
"delta(delta(high, 5), 10)",-0.008090845438130125,-0.043414243972510876,960,1.0,0.008090845438130125,0.043414243972510876
"ts_std(zscore_xs(open), 5)",-0.00100130462499916,-0.005823142798683768,974,1.0,0.00100130462499916,0.005823142798683768
"ts_rank(ret, 20)",-0.016986629501520384,-0.11371425005511515,966,1.0,0.016986629501520384,0.11371425005511515
"ts_rank(ret, 10)",-0.018894482324584273,-0.13095791209519012,970,0.9989701338825953,0.018894482324584273,0.13095791209519012
"ts_rank(ts_mean(low, 5), 10)",-0.013042479456712098,-0.07200703757494623,963,0.9927835051546392,0.013042479456712098,0.07200703757494623
"ts_rank(ts_rank(low, 10), 10)",-0.021331019522670528,-0.1413577370141878,967,1.0,0.021331019522670528,0.1413577370141878
"zscore_xs(ts_rank(volume, 20))",0.0011171178117511118,0.007833179505030608,966,1.0,0.0011171178117511118,0.007833179505030608
"ts_std(ts_mean(ret, 20), 10)",0.02378765599243971,0.11417286542326709,962,1.0,0.02378765599243971,0.11417286542326709
"zscore_xs(ts_mean(ret, 5))",-0.011170402554164146,-0.05931154919414913,974,1.0,0.011170402554164146,0.05931154919414913
"delta(delta(amount, 1), 10)",-0.011334214096588982,-0.07893686184715243,964,1.0,0.011334214096588982,0.07893686184715243
"ts_rank(ts_std(low, 20), 20)",-0.0012356166639082883,-0.009012483419788478,956,0.9989550679205852,0.0012356166639082883,0.009012483419788478
"ts_rank(delta(ret, 1), 10)",-0.007326832494580989,-0.0535620538992114,968,0.9979381443298969,0.007326832494580989,0.0535620538992114
"ts_rank(ts_mean(ret, 20), 20)",-0.016049184163902445,-0.09561859215346978,955,0.9979101358411703,0.016049184163902445,0.09561859215346978
"ts_std(log(ret), 5)",-0.001494822710619486,-0.012878570681309504,967,1.0,0.001494822710619486,0.012878570681309504
"ts_std(delta(volume, 10), 5)",-0.0015814534046794575,-0.009324754452843967,964,1.0,0.0015814534046794575,0.009324754452843967
"ts_std(ts_std(high, 20), 5)",0.010632003811359427,0.04906082335042724,965,1.0,0.010632003811359427,0.04906082335042724
"ts_mean(ts_mean(open, 10), 10)",-0.007810061404164357,-0.03624679139852594,967,1.0,0.007810061404164357,0.03624679139852594
"delta(ts_mean(open, 5), 10)",-0.010068827955509178,-0.049975189014526716,964,1.0,0.010068827955509178,0.049975189014526716
"ts_std(high, 10)",0.0015644277067249797,0.006841013525016999,971,1.0,0.0015644277067249797,0.006841013525016999
"ts_mean(ret, 20)",-0.010585794292524786,-0.05312041268213907,966,1.0,0.010585794292524786,0.05312041268213907
"ts_rank(ts_rank(high, 20), 20)",-0.012075836153732837,-0.07420444057492755,957,1.0,0.012075836153732837,0.07420444057492755
"ts_std(ts_std(low, 20), 5)",0.008244435683936733,0.03851553827560297,965,1.0,0.008244435683936733,0.03851553827560297
"delta(ts_mean(volume, 20), 1)",0.0003299380330921177,0.002391147191905714,965,1.0,0.0003299380330921177,0.002391147191905714
"delta(ts_std(low, 5), 1)",0.004833410089577262,0.03174075721347623,973,1.0,0.004833410089577262,0.03174075721347623
"ts_std(ts_std(high, 5), 5)",0.0025117215914326014,0.011411571620854984,973,1.0,0.0025117215914326014,0.011411571620854984
"ts_std(delta(volume, 1), 5)",0.0006796363878062247,0.004003282645654823,973,1.0,0.0006796363878062247,0.004003282645654823
"delta(ts_rank(volume, 20), 1)",-0.007706236297531819,-0.06045855308327899,965,1.0,0.007706236297531819,0.06045855308327899
"delta(ts_mean(ret, 5), 1)",-0.014335869207680478,-0.08859061823071812,973,1.0,0.014335869207680478,0.08859061823071812
"ts_mean(open, 5)",-0.007278562979661521,-0.03404003634291163,974,1.0,0.007278562979661521,0.03404003634291163
"delta(close, 5)",-0.02420150318745419,-0.12063599064411218,970,1.0,0.02420150318745419,0.12063599064411218
"delta(sign(ret), 1)",-0.006977018505314276,-0.05404733982432562,882,0.9055441478439425,0.006977018505314276,0.05404733982432562
"ts_rank(zscore_xs(high), 20)",-0.010773498961789,-0.055540157133069826,966,1.0,0.010773498961789,0.055540157133069826
log(zscore_xs(low)),0.0021783032727637976,0.00880028304270569,974,1.0,0.0021783032727637976,0.00880028304270569
"log(ts_std(volume, 5))",0.0005801829062249064,0.0034404667113417434,974,1.0,0.0005801829062249064,0.0034404667113417434
"ts_mean(ts_mean(amount, 10), 20)",-0.00844344929619757,-0.04595883744783551,962,1.0,0.00844344929619757,0.04595883744783551
"ts_mean(log(low), 20)",-0.008363378436430924,-0.0389594873267158,966,1.0,0.008363378436430924,0.0389594873267158
"ts_std(delta(amount, 10), 5)",-0.007092980909845628,-0.040686845473468715,964,1.0,0.007092980909845628,0.040686845473468715
"log(ts_std(high, 10))",0.0015664316891369737,0.006850291950920107,971,1.0,0.0015664316891369737,0.006850291950920107
"delta(amount, 5)",-0.0034741521247128393,-0.023135492039255436,970,1.0,0.0034741521247128393,0.023135492039255436
"ts_rank(sign(ret), 10)",-0.01358813796540201,-0.0999809840758491,971,1.0,0.01358813796540201,0.0999809840758491
"ts_mean(zscore_xs(low), 20)",-0.008218678474999982,-0.03826489373029506,966,1.0,0.008218678474999982,0.03826489373029506
"delta(ts_mean(low, 10), 1)",-0.016162257036297412,-0.07705866601475753,970,1.0,0.016162257036297412,0.07705866601475753
"delta(zscore_xs(low), 10)",-0.00930442762954139,-0.04882210506544246,965,1.0,0.00930442762954139,0.04882210506544246
"delta(log(open), 10)",-0.006993608796621856,-0.03217140461786668,965,1.0,0.006993608796621856,0.03217140461786668
"zscore_xs(ts_std(close, 10))",0.001557890841559236,0.0067940458492283,971,1.0,0.001557890841559236,0.0067940458492283
"delta(ts_rank(open, 10), 10)",-0.007449085564449149,-0.04891118525936206,961,1.0,0.007449085564449149,0.04891118525936206
"zscore_xs(ts_mean(amount, 20))",-0.008309474809571315,-0.04563323654351744,966,1.0,0.008309474809571315,0.04563323654351744
"ts_mean(log(open), 20)",-0.008153148413098025,-0.0379069168236738,966,1.0,0.008153148413098025,0.0379069168236738
"delta(zscore_xs(ret), 1)",-0.012553899724547048,-0.07896856627030654,974,1.0,0.012553899724547048,0.07896856627030654
"ts_mean(close, 5)",-0.007298556068055952,-0.034156883812467655,974,1.0,0.007298556068055952,0.034156883812467655
"ts_mean(ts_rank(open, 10), 10)",0.0034214821057008556,0.01898124893005106,967,1.0,0.0034214821057008556,0.01898124893005106
"delta(ret, 10)",-0.014325596548461878,-0.08564605943977897,965,1.0,0.014325596548461878,0.08564605943977897
"ts_rank(ts_rank(high, 10), 10)",-0.02025174026178809,-0.13162332838883786,967,1.0,0.02025174026178809,0.13162332838883786
log(zscore_xs(ret)),-0.008329179635495546,-0.04284678184963029,967,0.9989669421487604,0.008329179635495546,0.04284678184963029
"delta(open, 5)",-0.017102938051292323,-0.0858765620704384,970,1.0,0.017102938051292323,0.0858765620704384
"ts_rank(ts_rank(amount, 20), 10)",-0.009743068351834543,-0.0684186560810747,962,1.0,0.009743068351834543,0.0684186560810747
"ts_rank(ts_rank(high, 20), 10)",-0.013943828628746147,-0.09050202568499287,961,0.998960498960499,0.013943828628746147,0.09050202568499287
"delta(ts_rank(close, 10), 1)",-0.020184737559248177,-0.13378433465502104,970,1.0,0.020184737559248177,0.13378433465502104
"delta(log(close), 10)",-0.012473760186503115,-0.057681239958218236,965,1.0,0.012473760186503115,0.057681239958218236
"ts_std(delta(low, 5), 5)",-0.001565599070939285,-0.006906095808662578,969,1.0,0.001565599070939285,0.006906095808662578
"ts_std(ts_mean(volume, 5), 20)",-0.002795245521960346,-0.016500495842405063,965,1.0,0.002795245521960346,0.016500495842405063
"ts_rank(ts_mean(volume, 10), 10)",0.005078741970246992,0.0377980233922283,967,1.0,0.005078741970246992,0.0377980233922283
"ts_mean(high, 5)",-0.007276125839251402,-0.033992364233878324,974,1.0,0.007276125839251402,0.033992364233878324
"delta(low, 10)",-0.016773974512053626,-0.07992368938857974,965,1.0,0.016773974512053626,0.07992368938857974
"ts_std(ts_rank(amount, 10), 5)",0.0015287993189708256,0.013716063916874147,970,1.0,0.0015287993189708256,0.013716063916874147
"ts_std(log(high), 20)",0.016420818754511544,0.07387130281677326,966,1.0,0.016420818754511544,0.07387130281677326
"delta(delta(close, 10), 5)",-0.013118146859561928,-0.07015164544743212,960,1.0,0.013118146859561928,0.07015164544743212
"ts_std(log(volume), 10)",-0.0011538939011002732,-0.008175725255830017,971,1.0,0.0011538939011002732,0.008175725255830017
"ts_std(delta(low, 10), 20)",0.0016992335244072315,0.007392809833473763,956,1.0,0.0016992335244072315,0.007392809833473763
log(zscore_xs(close)),0.0023485873756422465,0.00956003604778814,972,1.0,0.0023485873756422465,0.00956003604778814
"delta(log(ret), 5)",-0.0004082856820120665,-0.0020797464732943208,485,1.0,0.0004082856820120665,0.0020797464732943208
"ts_std(ts_mean(close, 20), 10)",0.00918923172311218,0.04179507872118053,962,1.0,0.00918923172311218,0.04179507872118053
