N,rep,lambda,sum_abs_f_reg,sum_abs_f_un,max_abs_f_reg,n_active_reg_5pct,n_active_reg_2pct
50,22,0.07824046010856292,24.235218293034663,42.98719814905208,1.1748474951279724,48,49
50,23,0.07824046010856292,20.609561687441758,41.778946598134915,1.1766937031862739,48,50
50,24,0.07824046010856292,19.286828344926334,33.475477520985464,1.244888562576309,44,47
50,25,0.07824046010856292,19.502541085374645,33.694597447669466,1.3076493189443248,44,48
50,26,0.07824046010856292,23.922328714993764,42.25288831852373,1.691625404992905,45,50
50,27,0.07824046010856292,20.720327684016684,38.58333192552837,1.6610813942921694,44,48
50,28,0.07824046010856292,19.36277368831929,30.139480610206256,1.2944938281711647,47,50
50,29,0.07824046010856292,22.51533471287406,37.470068914433966,1.325194214401768,48,48
75,0,0.05756650818048414,38.98160351806735,64.79587808331215,1.6144591344064818,67,72
75,1,0.05756650818048414,35.58799953755743,60.32249040289064,1.714135029470139,67,69
75,2,0.05756650818048414,38.958292596202696,64.53401448979528,1.7129620089638848,72,74
75,3,0.05756650818048414,40.127372954585354,62.22087380411835,1.5239705275129274,71,71
75,4,0.05756650818048414,33.64561768799725,58.20808874916207,1.4683138532302167,70,73
75,5,0.05756650818048414,32.83633038581587,53.31864234695978,1.7390247277450095,69,71
75,6,0.05756650818048414,33.98052481364304,56.27680775027912,1.803614366724559,67,70
75,7,0.05756650818048414,35.237429017145466,60.411715142497414,1.5078412254497022,71,73
75,8,0.05756650818048414,36.89076263354793,63.653150258660666,1.613840431239611,70,74
75,9,0.05756650818048414,37.88146553437509,69.18789294757752,1.8637232427412687,69,71
75,10,0.05756650818048414,37.45932600482974,60.94730403185813,1.6153555469117746,70,75
75,11,0.05756650818048414,36.51185573119708,62.471639194213445,1.592440091848814,70,72
75,12,0.05756650818048414,39.47929019148024,65.40778772178456,1.5569757722471018,69,73
75,13,0.05756650818048414,34.102388473552494,56.9339545060659,1.9450769787706788,68,72
75,14,0.05756650818048414,33.7057505655639,55.839218278766786,1.368597687673205,70,73
75,15,0.05756650818048414,34.69871455252526,50.56532405610539,1.6583842342642359,69,72
75,16,0.05756650818048414,33.98290490452331,53.869372840789495,1.5180969711528753,71,75
75,17,0.05756650818048414,33.99804392432063,54.951351982775165,1.5271778442036466,70,74
75,18,0.05756650818048414,33.37718890132911,57.26017763165335,1.4269350333915842,66,71
75,19,0.05756650818048414,38.02675888029834,60.49036818660427,1.5833965214995516,70,70
75,20,0.05756650818048414,36.25593539146274,59.592034305660064,1.722129457392562,72,74
75,21,0.05756650818048414,33.420061680881645,51.44398113062922,1.4294852558646567,72,73
75,22,0.05756650818048414,42.06519797939068,71.50157597716678,1.7360758377451886,73,74
75,23,0.05756650818048414,36.361979235241144,60.30212347580922,1.66455040232428,66,73
75,24,0.05756650818048414,41.22939066563312,64.57403834929599,1.434422988880931,72,72
75,25,0.05756650818048414,35.66403921793792,60.91614064578649,1.3413164332205316,71,72
75,26,0.05756650818048414,38.5141961853503,66.94960161637019,1.5984007824381619,68,73
75,27,0.05756650818048414,36.685207901897904,58.609420495502455,1.62190239703704,71,73
75,28,0.05756650818048414,38.876971565305794,63.99715847062977,1.7663206208949171,70,73
75,29,0.05756650818048414,39.175935029107045,64.51074308661501,1.5899220388013064,71,75
